형태소,품사,남녀,카운트
귀요미,Noun,남,1
귀찮게,Adjective,남,1
귀찮게,Adjective,여,6
귀찮나요,Adjective,여,1
귀찮다고,Adjective,남,1
귀찮다는,Adjective,여,1
귀찮은,Adjective,여,1
귀찮죠,Adjective,여,3
귀퉁이,Noun,남,1
귀하게,Adjective,남,2
귓가,Noun,남,18
귓가,Noun,여,20
귓속,Noun,남,2
귓속,Noun,여,3
귓속말,Noun,여,1
규,Noun,남,1
규모,Noun,남,3
규율,Noun,남,1
규칙,Noun,남,4
규현,Noun,남,8
그,Determiner,남,96
그,Determiner,여,27
그,Modifier,여,1
그,Noun,남,1246
그,Noun,여,471
그거,Noun,남,16
그거,Noun,여,7
그건,Adverb,남,36
그건,Adverb,여,12
그걸,Adverb,남,12
그걸,Adverb,여,9
그것,Noun,남,19
그것,Noun,여,10
그게,Noun,남,94
그게,Noun,여,39
그깟,Modifier,남,3
그깟,Modifier,여,2
그날,Noun,남,33
그날,Noun,여,17
그냥,Noun,남,169
그냥,Noun,여,73
그녀,Noun,남,191
그녀,Noun,여,27
그녈,Noun,남,17
그녈,Noun,여,1
그녈몰,Noun,남,1
그늘,Noun,남,10
그늘,Noun,여,4
그니까,Conjunction,남,6
그다음,Noun,남,3
그다음,Noun,여,1
그닥,Noun,남,3
그대,Noun,남,608
그대,Noun,여,297
그대로,Noun,남,106
그대로,Noun,여,63
그대만,Noun,남,17
그대만,Noun,여,13
그동안,Noun,남,1
그동안,Noun,여,3
그따위,Noun,남,1
그딴,Modifier,남,5
그때,Noun,남,99
그때,Noun,여,38
그땐,Noun,남,27
그땐,Noun,여,11
그래,Adjective,남,213
그래,Adjective,여,88
그래가지고,Adjective,남,4
그래그래,Noun,남,2
그래도,Adverb,남,73
그래도,Adverb,여,17
그래미,Noun,남,1
그래서,Adverb,남,22
그래서,Adverb,여,19
그래야만,Adjective,여,2
그래요,Adjective,남,5
그래요,Adjective,여,8
그래피티,Noun,남,1
그램마,Adjective,남,1
그랬,Adjective,남,1
그랬나,Adjective,여,1
그랬냐는,Adjective,남,1
그랬냔,Noun,여,2
그랬는데,Conjunction,남,1
그랬는데,Conjunction,여,1
그랬는지,Adjective,남,5
그랬니,Adjective,여,2
그랬단,Adjective,여,1
그랬대,Adjective,여,2
그랬더니,Conjunction,남,4
그랬던,Adjective,남,6
그랬던,Adjective,여,6
그랬듯,Adjective,남,3
그랬듯이,Adjective,남,3
그랬어,Adjective,남,8
그랬었네,Adjective,남,1
그랬었는데,Adjective,여,2
그랬었다고,Adjective,남,1
그랬었지,Adjective,남,1
그랬었지,Adjective,여,1
그랬으니,Adjective,남,1
그랬으면,Adjective,남,2
그랬을까,Adjective,남,5
그랬음,Adjective,남,1
그랬죠,Adjective,남,4
그러게,Adjective,남,1
그러게,Adjective,여,1
그러고,Adjective,남,1
그러고,Adjective,여,3
그러길래,Adjective,여,1
그러나,Conjunction,남,5
그러나,Conjunction,여,1
그러는,Adjective,남,2
그러는,Adjective,여,3
그러는데,Adjective,남,2
그러니,Adjective,남,19
그러니,Adjective,여,26
그러니까,Adverb,남,4
그러니까,Adverb,여,6
그러다,Adjective,남,4
그러다,Adjective,여,5
그러다가,Conjunction,여,1
그러다가도,Adjective,남,1
그러다간,Adjective,여,1
그러더니,Adjective,남,6
그러던,Adjective,남,1
그러려니,Adjective,남,1
그러면,Adverb,남,5
그러면,Adverb,여,4
그러면서,Adjective,여,1
그러잖니,Adjective,남,1
그러잖아,Adjective,여,1
그러지,Adjective,남,6
그러지,Adjective,여,1
그러진,Adjective,남,2
그럭저럭,Adverb,남,7
그런,Adjective,남,115
그런,Adjective,여,62
그런,Modifier,남,5
그런,Modifier,여,5
그런거,Adjective,남,1
그런거니,Adjective,여,1
그런게,Adjective,남,1
그런다,Adjective,남,1
그런다고,Adjective,남,1
그런데,Conjunction,남,7
그런데,Conjunction,여,9
그런지,Adjective,남,1
그런지,Adjective,여,2
그럴,Adjective,남,34
그럴,Adjective,여,15
그럴까,Adjective,남,1
그럴수,Adjective,남,2
그럴수가,Adjective,남,1
그럴수록,Adjective,남,5
그럴수록,Adjective,여,4
그럼,Adjective,남,21
그럼,Adjective,여,11
그럼에도,Adjective,남,1
그렇게,Adverb,남,98
그렇게,Adverb,여,70
그렇게나,Adjective,남,1
그렇게는,Adjective,남,2
그렇게도,Adjective,남,1
그렇게도,Adjective,여,7
그렇게라도,Adjective,남,2
그렇겐,Noun,남,1
그렇겠지,Adjective,여,1
그렇구,Adjective,여,2
그렇니,Adjective,여,6
그렇다,Adjective,남,2
그렇다고,Conjunction,남,5
그렇다고,Conjunction,여,5
그렇다면,Adjective,남,4
그렇다면,Adjective,여,7
그렇단,Adjective,여,3
그렇담,Adjective,남,2
그렇더라도,Adjective,남,1
그렇던,Adjective,남,4
그렇듯,Adjective,남,4
그렇듯,Adjective,여,2
그렇듯이,Adjective,남,1
그렇잖아,Adjective,남,1
그렇잖아,Adjective,여,1
그렇잖아요,Adjective,여,1
그렇죠,Adjective,남,4
그렇지,Adjective,남,2
그렇지,Adjective,여,3
그렇지만,Conjunction,남,2
그렇지만,Conjunction,여,4
그려,Verb,남,22
그려,Verb,여,25
그려가,Verb,남,1
그려가는,Verb,남,1
그려가죠,Verb,여,1
그려나가,Verb,여,1
그려내,Verb,남,5
그려내는,Verb,남,2
그려내는,Verb,여,1
그려내면,Verb,남,1
그려요,Verb,남,1
그려져,Verb,남,2
그려졌던,Verb,남,1
그려줘,Verb,남,2
그려줘,Verb,여,7
그려지고,Verb,남,1
그려지네,Verb,남,3
그려지는,Verb,여,1
그려진,Verb,남,1
그려진,Verb,여,1
그렸던,Verb,남,1
그렸던,Verb,여,1
그렸어,Verb,남,1
그렸었지,Verb,남,1
그로,Noun,남,1
그루,Noun,남,1
그루브,Noun,남,1
그룹,Noun,남,3
그릇,Noun,남,2
그리,Verb,남,33
그리,Verb,여,22
그리게,Verb,남,1
그리게,Verb,여,1
그리고,Conjunction,남,34
그리고,Conjunction,여,13
그리곤,Verb,남,8
그리곤,Verb,여,4
그리기,Noun,여,1
그리네,Noun,여,1
그리는,Verb,남,1
그리는,Verb,여,4
그리던,Verb,남,4
그리며,Verb,남,3
그리면,Verb,남,2
그리면서,Verb,여,1
그리운,Adjective,남,7
그리운,Adjective,여,4
그리운데,Adjective,남,2
그리울,Verb,남,3
그리움,Noun,남,36
그리움,Noun,여,2
그리움만,Noun,남,1
그리워,Adjective,남,30
그리워,Adjective,여,18
그리워서,Adjective,남,4
그리워요,Adjective,남,2
그리워지는,Adjective,남,1
그리워지면,Adjective,남,3
그리워질,Adjective,남,1
그리워하겠죠,Adjective,남,2
그리워하는,Adjective,남,1
그리워하며,Adjective,남,1
그리워하죠,Adjective,남,2
그리워해,Adjective,남,1
그리웠다는,Adjective,남,1
그리웠어,Adjective,남,1
그리죠,Verb,여,3
그리하여,Conjunction,여,1
그린,Noun,남,7
그린,Noun,여,2
그린벨트,Noun,남,1
그릴,Noun,남,3
그림,Noun,남,40
그림,Noun,여,9
그림자,Noun,남,44
그림자,Noun,여,10
그립게,Verb,여,1
그립니,Verb,여,1
그립다,Verb,남,1
그립다,Verb,여,1
그립다는,Verb,남,1
그립습니다,Verb,남,1
그립지,Verb,여,1
그만,Adverb,남,54
그만,Adverb,여,42
그만,Modifier,남,1
그만두라고,Verb,여,1
그만둘래,Verb,남,1
그만둬,Verb,남,6
그만둬,Verb,여,2
그만큼,Adverb,남,6
그만큼,Adverb,여,1
그만하고,Adjective,남,1
그만하고,Adjective,여,2
그만하면,Adjective,남,1
그만하자는,Adjective,남,1
그만할게,Adjective,여,1
그만할래,Adjective,남,1
그만할래,Adjective,여,4
그만해,Adjective,남,17
그만해,Adjective,여,4
그물,Noun,남,2
그므시라꼬,Noun,남,1
그을려,Adjective,여,1
그을려도,Adjective,여,1
그을린,Adjective,여,1
그저,Adverb,남,118
그저,Adverb,여,45
그제야,Adverb,남,2
그쳐,Verb,남,4
그쳐가네,Verb,남,1
그쳐도,Verb,남,1
그치,Verb,남,3
그치,Verb,여,4
그치만,Verb,남,5
그친,Verb,남,3
그칠,Verb,남,3
그캄,Noun,남,1
그토록,Adverb,남,12
그토록,Adverb,여,7
극,Modifier,남,3
극장,Noun,남,1
극적,Noun,남,2
근,Modifier,남,6
근,Modifier,여,7
근거,Noun,남,1
근대,Noun,남,5
근대,Noun,여,16
근데,Adverb,남,73
근데,Adverb,여,38
근본,Noun,남,1
근사한,Adjective,남,1
근심,Noun,남,7
근심,Noun,여,1
글,Noun,남,6
글,Noun,여,3
글래머,Noun,남,1
글레이,Noun,여,1
글쎄,Noun,남,12
글씨,Noun,남,5
글자,Noun,남,14
글자,Noun,여,7
긁는,Verb,남,1
긁어대,Verb,남,1
금,Noun,남,4
금,Noun,여,2
금고,Noun,남,1
금귤,Noun,남,1
금금,Noun,남,2
금기,Noun,남,1
금마,Noun,남,1
금물,Noun,남,1
금물,Noun,여,1
금방,Noun,남,4
금방,Noun,여,8
금빛,Noun,남,6
금새,Modifier,남,2
금새,Noun,남,1
금성,Noun,여,1
금세,Noun,남,1
금수,Noun,남,4
금요일,Noun,남,1
금요일,Noun,여,1
금은,Noun,남,2
금은,Noun,여,1
금일,Noun,남,2
금쪽,Noun,남,1
금토,Noun,여,2
금토일,Noun,남,1
급,Noun,남,3
급,Noun,여,1
급하단,Adjective,남,1
급하지,Adjective,남,1
급한,Adjective,여,1
급해,Adjective,남,3
급해져,Adjective,여,1
급해지지,Adjective,여,1
급했는지도,Adjective,남,1
급행,Noun,여,2
급히,Adjective,남,5
긋,Verb,남,1
긋한,Verb,남,2
긋한,Verb,여,3
긍정,Noun,남,1
긍정,Noun,여,2
기,Modifier,남,20
기,Modifier,여,3
기,Noun,남,18
기,Noun,여,12
기간,Noun,남,1
기계,Noun,남,1
기계,Noun,여,1
기계로,Noun,남,1
기기,Noun,남,1
기꺼이,Adverb,남,4
기껏,Noun,남,2
기나긴,Verb,남,11
기나긴,Verb,여,8
기념일,Noun,남,4
기는,Verb,남,6
기는,Verb,여,1
기다려,Verb,남,42
기다려,Verb,여,53
기다려도,Verb,여,1
기다려야,Verb,남,2
기다려요,Verb,남,4
기다려요,Verb,여,3
기다려줄,Verb,남,3
기다려줄게,Verb,여,5
기다려줘,Verb,남,2
기다려줘,Verb,여,4
기다려줘서,Verb,남,1
기다려줘요,Verb,남,1
기다려지지,Verb,남,1
기다렸는데,Verb,남,1
기다렸니,Verb,남,1
기다렸다고,Verb,남,1
기다렸단,Verb,남,3
기다렸던,Verb,남,7
기다렸던,Verb,여,6
기다렸어,Verb,여,6
기다렸을,Verb,남,1
기다렸죠,Verb,남,1
기다렸지,Verb,여,1
기다렸지만,Verb,남,1
기다리,Verb,여,1
기다리게,Verb,남,2
기다리게,Verb,여,1
기다리겟어,Verb,남,1
기다리겠어,Verb,남,4
기다리겠어,Verb,여,1
기다리고,Verb,남,19
기다리고,Verb,여,16
기다리고만,Verb,남,1
기다리고있어,Verb,남,1
기다리기만,Verb,남,1
기다리기만,Verb,여,2
기다리나요,Verb,여,1
기다리네,Verb,남,1
기다리는,Verb,남,15
기다리는,Verb,여,2
기다리는데,Verb,남,2
기다리는데,Verb,여,4
기다리다,Verb,남,6
기다리다,Verb,여,1
기다리다가,Verb,남,1
기다리다가,Verb,여,1
기다리다간,Verb,여,1
기다리던,Verb,남,13
기다리던,Verb,여,1
기다리며,Verb,남,2
기다리며,Verb,여,2
기다리면,Verb,남,3
기다리면,Verb,여,1
기다리면서,Verb,남,1
기다리잖니,Verb,남,3
기다리잖아,Verb,여,2
기다리죠,Verb,남,2
기다리지는,Verb,여,1
기다리지마,Verb,여,2
기다린,Verb,남,13
기다린,Verb,여,17
기다린다,Verb,남,3
기다린다고,Verb,남,1
기다린단,Verb,남,1
기다린지,Verb,여,2
기다릴,Verb,남,10
기다릴,Verb,여,7
기다릴게,Verb,남,9
기다릴게,Verb,여,8
기다릴까,Verb,여,3
기다릴래,Verb,남,2
기다릴래,Verb,여,1
기다릴테니,Verb,남,1
기다릴텐데,Verb,남,1
기다림,Noun,남,19
기다림,Noun,여,5
기대,Noun,남,70
기대,Noun,여,14
기대고,Verb,남,1
기대고,Verb,여,3
기대도,Verb,남,11
기대도,Verb,여,1
기대면,Verb,남,3
기대면,Verb,여,1
기대어,Verb,남,5
기대어,Verb,여,6
기대있던,Verb,남,3
기대줘,Verb,남,1
기대하고,Adjective,남,1
기대하고,Adjective,여,2
기대하는,Adjective,여,1
기대하던,Adjective,남,1
기대하며,Adjective,남,1
기대하지,Adjective,남,2
기대할게,Adjective,남,1
기대해,Adjective,남,1
기대해도,Adjective,남,3
기대해도,Adjective,여,4
기대했나,Adjective,남,1
기대했는지도,Adjective,여,1
