형태소,품사,작사가,카운트
날카로운,Adjective,PDOGG,1
날카로운,Adjective,조윤경,2
날카로울수록,Adjective,조윤경,1
날카로워진,Verb,조윤경,1
날카롭게,Adjective,KENZIE,1
낡은,Adjective,KENZIE,3
남,Noun,KENZIE,1
남,Noun,PDOGG,13
남,Noun,TEDDY,14
남,Noun,조윤경,3
남겨,Verb,TEDDY,3
남겨,Verb,조윤경,1
남겨줄게,Verb,조윤경,1
남겨지겠지,Verb,TEDDY,1
남겼지,Verb,PDOGG,1
남길,Verb,조윤경,2
남김없이,Adverb,PDOGG,2
남김없이,Adverb,조윤경,2
남남,Noun,TEDDY,1
남다르게,Adjective,PDOGG,1
남다른,Adjective,조윤경,2
남산동,Noun,PDOGG,1
남아,Noun,KENZIE,2
남아,Noun,TEDDY,7
남아있는지,Verb,KENZIE,2
남았다면,Verb,TEDDY,1
남은,Verb,KENZIE,1
남은,Verb,PDOGG,2
남은,Verb,조윤경,5
남인,Noun,PDOGG,1
남자,Noun,KENZIE,5
남자,Noun,PDOGG,7
남자,Noun,TEDDY,26
남자,Noun,조윤경,7
남자기,Verb,PDOGG,4
남자답게,Verb,TEDDY,3
남자라면,Noun,PDOGG,2
남자였다면,Verb,조윤경,1
남자였어,Verb,TEDDY,1
남자친구,Noun,조윤경,1
남잔,Verb,TEDDY,8
남잘,Verb,PDOGG,1
남잘,Verb,TEDDY,2
남준,Noun,PDOGG,1
남쪽,Noun,KENZIE,1
남쪽,Noun,PDOGG,1
남친,Noun,PDOGG,1
낫,Noun,PDOGG,1
났어,Verb,KENZIE,2
났어,Verb,PDOGG,4
났지,Verb,KENZIE,1
났지만,Verb,TEDDY,1
낭만,Noun,PDOGG,1
낭만,Noun,TEDDY,1
낭비,Noun,PDOGG,1
낮,Noun,TEDDY,1
낮,Noun,조윤경,1
낮은,Adjective,조윤경,1
낮추지,Verb,PDOGG,1
낯,Noun,TEDDY,1
낯선,Noun,KENZIE,6
낯선,Noun,PDOGG,1
낯선,Noun,조윤경,3
낯설,Adjective,PDOGG,1
낯설고,Adjective,KENZIE,2
낯설다,Adjective,PDOGG,1
낯설어,Adjective,KENZIE,1
낯설어지는,Adjective,조윤경,1
낯설지,Adjective,TEDDY,1
내,Determiner,KENZIE,2
내,Determiner,PDOGG,12
내,Determiner,TEDDY,6
내,Determiner,조윤경,3
내,Noun,KENZIE,259
내,Noun,PDOGG,454
내,Noun,TEDDY,280
내,Noun,조윤경,160
내게,Verb,KENZIE,41
내게,Verb,PDOGG,62
내게,Verb,TEDDY,22
내게,Verb,조윤경,39
내게는,Verb,PDOGG,2
내게로,Noun,KENZIE,2
내게로,Noun,조윤경,2
내게만,Verb,KENZIE,5
내게만,Verb,조윤경,7
내게서,Verb,KENZIE,8
내게서,Verb,PDOGG,4
내게서,Verb,조윤경,1
내겐,Noun,KENZIE,6
내겐,Noun,PDOGG,8
내겐,Noun,TEDDY,10
내겐,Noun,조윤경,7
내기,Noun,PDOGG,1
내놓고,Verb,TEDDY,1
내놔,Verb,PDOGG,3
내놔,Verb,TEDDY,1
내는,Verb,PDOGG,2
내디뎌,Verb,KENZIE,2
내딛는,Verb,KENZIE,3
내딛다,Verb,조윤경,1
내려,Verb,KENZIE,1
내려,Verb,PDOGG,1
내려,Verb,TEDDY,3
내려,Verb,조윤경,2
내려가는,Verb,PDOGG,3
내려놓,Verb,TEDDY,1
내려놓게,Verb,PDOGG,1
내려놓고,Verb,TEDDY,1
내려다,Verb,KENZIE,4
내려다,Verb,조윤경,1
내려서,Verb,조윤경,1
내려앉아,Verb,조윤경,1
내려앉은,Verb,PDOGG,2
내려야,Verb,PDOGG,1
내려오네요,Verb,TEDDY,1
내려온,Verb,TEDDY,1
내려와,Verb,KENZIE,1
내려와,Verb,TEDDY,1
내려와,Verb,조윤경,3
내려줄래,Verb,조윤경,1
내렸던,Verb,PDOGG,1
내리게,Verb,KENZIE,3
내리게,Verb,조윤경,1
내리고,Verb,PDOGG,1
내리는,Verb,KENZIE,1
내리는,Verb,조윤경,4
내리는데,Verb,조윤경,2
내리던,Verb,PDOGG,2
내리면,Verb,KENZIE,4
내리잖아,Verb,조윤경,1
내리쬐는,Verb,PDOGG,2
내린,Verb,PDOGG,2
내린,Verb,조윤경,2
내릴,Verb,PDOGG,1
내민,Verb,PDOGG,1
내밀어,Verb,KENZIE,1
내밀어,Verb,조윤경,1
내밀어줘,Verb,PDOGG,10
내버려,Verb,PDOGG,1
내서,Verb,KENZIE,1
내숭,Noun,TEDDY,1
내쉬자,Verb,PDOGG,1
내야,Noun,조윤경,1
내어,Verb,조윤경,1
내일,Noun,PDOGG,13
내일,Noun,TEDDY,9
내일,Noun,조윤경,4
내자,Noun,KENZIE,2
내줄,Verb,조윤경,3
내지,Noun,KENZIE,6
내지,Noun,TEDDY,1
내지,Noun,조윤경,2
내쫓았는지,Verb,PDOGG,1
낸,Verb,KENZIE,3
낸,Verb,PDOGG,6
낸,Verb,조윤경,1
낼,Noun,KENZIE,7
낼,Noun,PDOGG,3
낼,Noun,조윤경,11
냄새,Noun,PDOGG,5
냅,Verb,PDOGG,1
냈어,Verb,조윤경,2
냈지,Verb,PDOGG,1
냐,Josa,PDOGG,3
냥,Josa,PDOGG,1
너,Modifier,KENZIE,19
너,Modifier,PDOGG,24
너,Modifier,TEDDY,16
너,Modifier,조윤경,4
너,Noun,KENZIE,208
너,Noun,PDOGG,368
너,Noun,TEDDY,222
너,Noun,조윤경,216
너넨,Noun,PDOGG,5
너머,Noun,KENZIE,1
너머,Noun,PDOGG,1
너머,Noun,조윤경,14
너무,Adverb,KENZIE,71
너무,Adverb,PDOGG,64
너무,Adverb,TEDDY,39
너무,Adverb,조윤경,12
너무나,Adverb,KENZIE,3
너무나,Adverb,PDOGG,3
너무나,Adverb,TEDDY,4
너무나,Adverb,조윤경,3
너무나도,Adverb,TEDDY,1
너뿐이,Noun,조윤경,1
너뿐이야,Noun,PDOGG,6
너완,Noun,KENZIE,1
너희,Noun,PDOGG,5
너희,Noun,TEDDY,2
넉,Modifier,KENZIE,1
넉,Noun,PDOGG,1
넋,Noun,PDOGG,1
넋,Noun,조윤경,1
넌,Noun,KENZIE,82
넌,Noun,PDOGG,116
넌,Noun,TEDDY,82
넌,Noun,조윤경,98
넌데,Noun,TEDDY,2
널,Noun,KENZIE,82
널,Noun,PDOGG,103
널,Noun,TEDDY,96
널,Noun,조윤경,61
널어지네,Verb,PDOGG,1
넓다,Adjective,PDOGG,1
넓어,Adjective,PDOGG,1
넓은,Adjective,PDOGG,2
넓은,Adjective,조윤경,4
넘,Verb,PDOGG,3
넘,Verb,TEDDY,3
넘게,Verb,PDOGG,1
넘고서,Verb,조윤경,1
넘기고,Verb,조윤경,1
넘긴,Verb,KENZIE,1
넘는,Verb,PDOGG,1
넘버,Noun,KENZIE,1
넘버원,Noun,PDOGG,2
넘어,Verb,조윤경,7
넘어가도,Verb,PDOGG,2
넘어서,Verb,KENZIE,1
넘어서,Verb,PDOGG,2
넘어서,Verb,TEDDY,4
넘어선,Verb,TEDDY,1
넘어설,Verb,조윤경,1
넘어섰어,Verb,PDOGG,1
넘어와,Verb,TEDDY,1
넘어와라,Verb,TEDDY,1
넘어져,Verb,KENZIE,1
넘어져도,Verb,PDOGG,5
넘어져도,Verb,TEDDY,1
넘어져도,Verb,조윤경,1
넘어져있는,Verb,PDOGG,1
넘어지겠지만,Verb,PDOGG,1
넘어지고,Verb,PDOGG,1
넘어지는,Verb,PDOGG,1
넘어진,Verb,PDOGG,1
넘어질,Verb,TEDDY,1
넘어질게,Verb,PDOGG,1
넘쳐,Adjective,KENZIE,2
넘쳐,Adjective,PDOGG,1
넘쳐,Adjective,조윤경,4
넘쳐가,Adjective,KENZIE,1
넘쳐나,Adjective,조윤경,1
넘쳐나는,Adjective,TEDDY,1
넘치게,Adjective,PDOGG,1
넘치게,Adjective,조윤경,3
넘치네,Adjective,KENZIE,1
넘치는,Adjective,KENZIE,1
넘치는,Adjective,조윤경,1
넘친,Adjective,조윤경,1
넘칠,Adjective,KENZIE,1
넘칠,Adjective,조윤경,1
넣고,Verb,KENZIE,1
넣고,Verb,PDOGG,1
넣고,Verb,TEDDY,1
넣다가,Verb,PDOGG,1
넣어,Verb,PDOGG,2
넣어,Verb,조윤경,2
넣었으면,Verb,PDOGG,1
넣은,Verb,조윤경,1
네,Determiner,PDOGG,2
네,Determiner,TEDDY,1
네,Determiner,조윤경,1
네,Josa,KENZIE,1
네,Josa,PDOGG,13
네,Josa,TEDDY,4
네,Noun,KENZIE,86
네,Noun,PDOGG,46
네,Noun,TEDDY,85
네,Noun,조윤경,160
네겐,Noun,KENZIE,1
네겐,Noun,조윤경,1
네모,Noun,조윤경,1
네비게이션,Noun,KENZIE,1
네비게이션,Noun,PDOGG,1
넥타,Noun,KENZIE,2
넥타이,Noun,PDOGG,1
넥타이,Noun,조윤경,1
넷,Noun,KENZIE,2
녀석,Noun,KENZIE,2
녀석,Noun,PDOGG,1
년,Noun,KENZIE,1
년,Noun,PDOGG,6
노,Noun,KENZIE,2
노,Noun,PDOGG,6
노노,Noun,PDOGG,1
노란,Adjective,KENZIE,2
노랗게,Adjective,KENZIE,2
노랗구나,Adjective,PDOGG,6
노래,Noun,KENZIE,7
노래,Noun,PDOGG,34
노래,Noun,TEDDY,21
노래,Noun,조윤경,1
노랜,Noun,PDOGG,7
노랠,Adjective,PDOGG,1
노랠,Adjective,TEDDY,2
노랠,Adjective,조윤경,1
노려,Verb,PDOGG,1
노려,Verb,조윤경,2
노려보네,Verb,PDOGG,2
노력,Noun,PDOGG,36
노력,Noun,TEDDY,6
노리개,Noun,TEDDY,1
노무,Noun,PDOGG,1
노예,Noun,TEDDY,1
노예,Noun,조윤경,1
노을,Noun,KENZIE,1
노을,Noun,조윤경,1
녹,Noun,TEDDY,1
녹아,Verb,KENZIE,2
녹아,Verb,PDOGG,2
녹아,Verb,TEDDY,1
녹아,Verb,조윤경,8
녹아가,Verb,조윤경,5
녹아내려가,Verb,KENZIE,1
녹아든,Verb,KENZIE,4
녹아요,Verb,조윤경,1
녹여,Verb,조윤경,3
녹여내,Verb,조윤경,1
녹여줄,Verb,KENZIE,1
녹여줄께,Verb,KENZIE,2
녹으며,Verb,KENZIE,1
녹은,Verb,KENZIE,1
녹을까,Verb,조윤경,1
녹을지,Verb,KENZIE,1
녹음,Noun,PDOGG,2
녹이면,Verb,KENZIE,1
녹이자,Verb,KENZIE,1
논,Noun,TEDDY,2
논란,Noun,PDOGG,1
논란,Noun,조윤경,1
논현동,Noun,PDOGG,1
놀,Noun,KENZIE,4
놀,Noun,PDOGG,2
놀거야,Verb,KENZIE,1
놀고,Verb,PDOGG,1
놀기도,Verb,PDOGG,1
놀기에,Verb,TEDDY,1
놀다,Verb,PDOGG,1
놀다,Verb,TEDDY,1
놀라,Verb,PDOGG,1
놀라게,Verb,PDOGG,1
놀라게,Verb,조윤경,2
놀라겠지,Verb,조윤경,1
놀라서,Verb,조윤경,1
놀라울,Verb,KENZIE,1
놀라워,Adjective,조윤경,2
놀라지,Verb,KENZIE,6
놀라지,Verb,PDOGG,1
놀란,Noun,조윤경,2
놀랄,Verb,KENZIE,2
놀래,Adjective,조윤경,1
놀러,Verb,KENZIE,1
놀려,Verb,KENZIE,2
놀려,Verb,PDOGG,4
놀리고,Verb,KENZIE,1
놀리는,Verb,KENZIE,1
놀리러,Verb,PDOGG,1
놀리며,Verb,KENZIE,1
놀리면,Verb,KENZIE,1
놀리지,Verb,KENZIE,1
놀리지,Verb,PDOGG,1
놀아,Verb,KENZIE,4
놀아,Verb,PDOGG,1
놀아나는,Verb,TEDDY,1
놀아요,Verb,TEDDY,3
놀이,Suffix,PDOGG,1
놀이터,Noun,KENZIE,1
놀이터,Noun,조윤경,1
놀자,Verb,KENZIE,1
놀자,Verb,TEDDY,1
놈,Noun,KENZIE,4
놈,Noun,PDOGG,13
농담,Noun,PDOGG,1
높게,Adjective,KENZIE,5
높게,Adjective,PDOGG,3
높다,Adjective,PDOGG,1
높아,Adjective,PDOGG,3
높여,Verb,조윤경,2
높여줘,Verb,PDOGG,1
높은,Adjective,PDOGG,4
높은,Adjective,TEDDY,4
높은,Adjective,조윤경,1
높이,Noun,KENZIE,2
높이,Noun,PDOGG,3
높이,Noun,TEDDY,5
높이,Noun,조윤경,8
높인,Verb,TEDDY,1
놓,Verb,조윤경,1
놓겠어,Verb,KENZIE,1
놓겠어,Verb,TEDDY,1
놓고,Verb,KENZIE,1
놓고,Verb,조윤경,1
놓던가,Verb,PDOGG,1
놓아,Verb,PDOGG,1
놓아줄,Verb,PDOGG,1
놓아줘,Verb,PDOGG,1
놓여,Verb,KENZIE,3
놓은,Verb,조윤경,2
놓을,Verb,TEDDY,2
놓을거야,Verb,KENZIE,3
